orf	ec	mnxr	n_ec	n_mnxr
ECDH10B_3975	5.1.3.14	MNXR146641;MNXR151539;MNXR152324;MNXR152325;MNXR177617;MNXR189886	1	6
ECDH10B_3976	1.1.1.336	MNXR152100	1	1
ECDH10B_3977	4.2.1.46	MNXR129504;MNXR133780	1	2
ECDH10B_3978	2.7.7.24	MNXR133779;MNXR192102	1	2
ECDH10B_3979	2.3.1.210	MNXR146510;MNXR146511	1	2
ECDH10B_3980	2.6.1.59	MNXR146513;MNXR197776;MNXR197777	1	3
ECDH10B_3982	2.4.1.325	MNXR152715;MNXR152716;MNXR196348;MNXR196349	1	4
ECDH10B_3984	2.4.1.180	MNXR135330;MNXR198272;MNXR198273;MNXR198274;MNXR198275	1	5
ECDH10B_3995	4.2.1.75	MNXR105139;MNXR180501	1	2
ECDH10B_3996	2.5.1.61	MNXR100658	1	1
ECDH10B_4001	5.1.1.7	MNXR97143	1	1
ECDH10B_4004	3.1.3.104	MNXR123213;MNXR152571;MNXR198812;MNXR198839;MNXR198898;MNXR198899	1	6
ECDH10B_4005	5.6.2.4	MNXR116728;MNXR153054	1	2
ECDH10B_4011	3.1.2.20	MNXR111485;MNXR123193;MNXR123371;MNXR123909;MNXR127519;MNXR127531;MNXR127596;MNXR131475;MNXR131510;MNXR131511;MNXR131512;MNXR132664;MNXR133890;MNXR144377;MNXR146771;MNXR146904;MNXR146905;MNXR146906;MNXR151192;MNXR152701;MNXR152702;MNXR153474;MNXR165828;MNXR174251;MNXR180668;MNXR187712;MNXR188663;MNXR188790;MNXR190549;MNXR190980;MNXR190982;MNXR190984;MNXR190986;MNXR190988;MNXR190992;MNXR190994;MNXR191207;MNXR198857;MNXR198858	1	39
ECDH10B_4012	3.1.1.32;3.1.1.4	MNXR102967;MNXR102968;MNXR102969;MNXR102977;MNXR102989;MNXR102990;MNXR102991;MNXR116133;MNXR116134;MNXR117550;MNXR119112;MNXR119114;MNXR119115;MNXR119880;MNXR119881;MNXR121127;MNXR121128;MNXR123332;MNXR123341;MNXR129616;MNXR135097;MNXR135944;MNXR135945;MNXR135946;MNXR135947;MNXR135948;MNXR135949;MNXR135950;MNXR135951;MNXR135952;MNXR135953;MNXR135954;MNXR135955;MNXR135956;MNXR135957;MNXR135958;MNXR135959;MNXR135961;MNXR135962;MNXR135963;MNXR135964;MNXR135965;MNXR135966;MNXR135967;MNXR135968;MNXR135969;MNXR135970;MNXR135971;MNXR135972;MNXR135973;MNXR135974;MNXR135975;MNXR135976;MNXR135977;MNXR135978;MNXR146074;MNXR146075;MNXR146076;MNXR146077;MNXR146078;MNXR146079;MNXR146080;MNXR146081;MNXR146082;MNXR146083;MNXR147222;MNXR147224;MNXR147225;MNXR147226;MNXR147227;MNXR147228;MNXR147229;MNXR147506;MNXR147507;MNXR147508;MNXR147509;MNXR148008;MNXR148009;MNXR148010;MNXR148521;MNXR148522;MNXR149748;MNXR149749;MNXR149898;MNXR149899;MNXR150095;MNXR150096;MNXR150097;MNXR150098;MNXR151909;MNXR151910;MNXR164893;MNXR164895;MNXR164897;MNXR164901;MNXR164903;MNXR164904;MNXR164906;MNXR164907;MNXR164908;MNXR164909;MNXR164910;MNXR165760;MNXR165961;MNXR167153;MNXR167809;MNXR167910;MNXR167966;MNXR172509;MNXR173175;MNXR173176;MNXR175649;MNXR175650;MNXR176718;MNXR177753;MNXR177758;MNXR178188;MNXR178236;MNXR182525;MNXR184068;MNXR192077;MNXR192078;MNXR195031;MNXR195149;MNXR195150;MNXR200099;MNXR200100;MNXR200101;MNXR200102;MNXR200121;MNXR200122;MNXR200125;MNXR200126;MNXR200127;MNXR200128;MNXR200129;MNXR200130;MNXR200132;MNXR200133	2	139
ECDH10B_4013	5.6.2.4	MNXR116728;MNXR153054	1	2
ECDH10B_4016	3.1.1.5	MNXR101141;MNXR101142;MNXR101143;MNXR101146;MNXR101155;MNXR101162;MNXR101163;MNXR101164;MNXR119094;MNXR134447;MNXR135844;MNXR135845;MNXR135846;MNXR135847;MNXR135848;MNXR135849;MNXR135850;MNXR135851;MNXR135852;MNXR135853;MNXR135855;MNXR135856;MNXR135857;MNXR135858;MNXR135859;MNXR135860;MNXR135863;MNXR135864;MNXR135865;MNXR135880;MNXR135881;MNXR135882;MNXR135883;MNXR135884;MNXR135885;MNXR135886;MNXR135887;MNXR135888;MNXR135889;MNXR135890;MNXR135891;MNXR145464;MNXR145465;MNXR145466;MNXR145467;MNXR145468;MNXR145469;MNXR147215;MNXR147217;MNXR147778;MNXR147779;MNXR147780;MNXR147781;MNXR147785;MNXR147786;MNXR147787;MNXR147788;MNXR148147;MNXR148148;MNXR148149;MNXR148150;MNXR164268;MNXR164269;MNXR165710;MNXR173313;MNXR175553;MNXR182009;MNXR192847;MNXR195490;MNXR195491;MNXR195492;MNXR195493	1	72
ECDH10B_4017	3.1.3.23;3.1.3.74	MNXR100763;MNXR102440;MNXR103368;MNXR105353;MNXR106695;MNXR107343;MNXR129568;MNXR129569;MNXR129573;MNXR129574;MNXR129575;MNXR134140;MNXR134141;MNXR134143;MNXR144492;MNXR145650;MNXR150328;MNXR192379;MNXR198578;MNXR198782;MNXR198839	2	21
ECDH10B_4020	2.1.1.14	MNXR112794;MNXR132173;MNXR145603	1	3
ECDH10B_4021	3.1.1.45	MNXR109646;MNXR110580;MNXR112573;MNXR112659;MNXR123055;MNXR133623;MNXR149234;MNXR149235;MNXR150514;MNXR150515;MNXR165531;MNXR180012;MNXR180022;MNXR196123;MNXR196124;MNXR196125;MNXR196126;MNXR197906;MNXR197907;MNXR197908;MNXR197909	1	21
ECDH10B_4022	2.4.2.3	MNXR129489;MNXR196131;MNXR196132;MNXR197316;MNXR197317;MNXR197782;MNXR198001;MNXR198302;MNXR198303	1	9
ECDH10B_4024	2.1.1.163;2.1.1.201	MNXR109269;MNXR122692;MNXR122704;MNXR122713;MNXR122719;MNXR122735;MNXR122777;MNXR122778;MNXR122779;MNXR122782;MNXR123643;MNXR135381;MNXR143792;MNXR151199;MNXR151200;MNXR151956;MNXR151957;MNXR153385;MNXR166487;MNXR166539;MNXR168197;MNXR173584;MNXR173815;MNXR173816;MNXR175858;MNXR183560;MNXR188080;MNXR189327;MNXR198521;MNXR198522;MNXR198536;MNXR198537;MNXR198604;MNXR198605	2	34
ECDH10B_4032	4.1.1.98	MNXR109271;MNXR119270;MNXR122715;MNXR122723;MNXR122730;MNXR168033;MNXR168541;MNXR195536;MNXR195537;MNXR195538	1	10
ECDH10B_4033	1.5.1.41	MNXR117561;MNXR153580;MNXR153581;MNXR153582;MNXR153583;MNXR153584;MNXR198820	1	7
ECDH10B_4034	2.3.1.16	MNXR109642;MNXR111474;MNXR111478;MNXR111482;MNXR111520;MNXR111536;MNXR111670;MNXR111674;MNXR115993;MNXR116800;MNXR117712;MNXR117735;MNXR118665;MNXR118912;MNXR118926;MNXR118931;MNXR118937;MNXR121166;MNXR121170;MNXR121174;MNXR131348;MNXR131349;MNXR131350;MNXR131351;MNXR131352;MNXR131353;MNXR131354;MNXR131591;MNXR131592;MNXR131593;MNXR131594;MNXR131595;MNXR133920;MNXR133937;MNXR134477;MNXR140487;MNXR145333;MNXR145334;MNXR145335;MNXR146395;MNXR152737;MNXR152738;MNXR163350;MNXR164621;MNXR166159;MNXR175530;MNXR179996;MNXR186365;MNXR186376;MNXR188571;MNXR189281;MNXR189311;MNXR189313;MNXR189319;MNXR190103;MNXR190462;MNXR190494;MNXR190496;MNXR190498;MNXR190501;MNXR190503;MNXR190505;MNXR190507;MNXR192512;MNXR192972;MNXR193390;MNXR193393;MNXR193398;MNXR193413;MNXR193414;MNXR193415;MNXR200472;MNXR200473;MNXR200475;MNXR200476	1	75
ECDH10B_4035	1.1.1.35;4.2.1.17;5.1.2.3;5.3.3.8	MNXR100553;MNXR103757;MNXR105373;MNXR109134;MNXR110986;MNXR111673;MNXR115860;MNXR116030;MNXR116104;MNXR116798;MNXR116799;MNXR117604;MNXR117707;MNXR117711;MNXR117734;MNXR118591;MNXR118664;MNXR118915;MNXR118938;MNXR119878;MNXR120191;MNXR120666;MNXR121155;MNXR121156;MNXR121164;MNXR121168;MNXR121169;MNXR121173;MNXR122057;MNXR123259;MNXR125036;MNXR128389;MNXR128998;MNXR129010;MNXR130445;MNXR132115;MNXR133926;MNXR135350;MNXR135836;MNXR135910;MNXR135998;MNXR145158;MNXR145160;MNXR145162;MNXR145164;MNXR145165;MNXR145166;MNXR145167;MNXR145205;MNXR147746;MNXR147747;MNXR147748;MNXR147975;MNXR148060;MNXR148061;MNXR148062;MNXR149252;MNXR151248;MNXR151253;MNXR151361;MNXR151686;MNXR151688;MNXR152450;MNXR152451;MNXR152645;MNXR152646;MNXR153426;MNXR153428;MNXR153431;MNXR153432;MNXR153436;MNXR153437;MNXR153439;MNXR165778;MNXR166105;MNXR166208;MNXR168762;MNXR172403;MNXR172404;MNXR173903;MNXR175426;MNXR175427;MNXR175617;MNXR176987;MNXR177014;MNXR177015;MNXR178264;MNXR179264;MNXR179988;MNXR179995;MNXR180026;MNXR184746;MNXR186037;MNXR188200;MNXR188203;MNXR188205;MNXR188207;MNXR188212;MNXR188214;MNXR188239;MNXR188888;MNXR189058;MNXR189175;MNXR189309;MNXR189315;MNXR189317;MNXR189548;MNXR189650;MNXR190216;MNXR190748;MNXR190846;MNXR190888;MNXR190956;MNXR191300;MNXR191301;MNXR191302;MNXR191303;MNXR191304;MNXR191305;MNXR191306;MNXR191307;MNXR191308;MNXR191309;MNXR191310;MNXR191311;MNXR191961;MNXR192055;MNXR192056;MNXR192518;MNXR192519;MNXR192599;MNXR192970;MNXR192971;MNXR193388;MNXR193391;MNXR193392;MNXR193396;MNXR193397;MNXR193401;MNXR193407;MNXR193408;MNXR193409;MNXR193411;MNXR193412;MNXR195448;MNXR195449;MNXR195715;MNXR195716;MNXR196117;MNXR196118;MNXR196528;MNXR196529;MNXR197275;MNXR197863;MNXR197865;MNXR198344;MNXR198540;MNXR198541;MNXR198620;MNXR198621;MNXR198710;MNXR198711;MNXR96940;MNXR97357	4	164
ECDH10B_4036	3.4.13.9	MNXR100360;MNXR115443;MNXR130242;MNXR130373;MNXR130374;MNXR130375;MNXR130376;MNXR130377;MNXR131514;MNXR131515;MNXR131516;MNXR131517;MNXR202449	1	13
ECDH10B_4039	1.3.5.3	MNXR143673;MNXR166504;MNXR173726;MNXR193161;MNXR193162;MNXR194166;MNXR194347;MNXR195235;MNXR195236;MNXR197683;MNXR197684	1	11
ECDH10B_4046	2.7.7.77	MNXR114873;MNXR120077;MNXR120102;MNXR189259;MNXR193020;MNXR193250;MNXR194776;MNXR194781;MNXR194782;MNXR194783;MNXR194784;MNXR194785;MNXR194786;MNXR194792;MNXR194795;MNXR194796;MNXR194797;MNXR194798;MNXR194799;MNXR194800;MNXR194801;MNXR194802	1	22
ECDH10B_4048	2.7.11.1	MNXR108312;MNXR116161;MNXR131643;MNXR131882;MNXR132048;MNXR132239;MNXR132240;MNXR132282;MNXR132283;MNXR132284;MNXR132285;MNXR132286;MNXR132287;MNXR132288;MNXR132289;MNXR132290;MNXR132291;MNXR132292;MNXR132293;MNXR132294;MNXR132295;MNXR132296;MNXR132297;MNXR132298;MNXR132299;MNXR132300;MNXR132301;MNXR132302;MNXR132303;MNXR132304;MNXR132305;MNXR132382;MNXR132426;MNXR132616;MNXR146864;MNXR146865;MNXR146866;MNXR147701;MNXR165918;MNXR168913;MNXR172090;MNXR172091;MNXR172094;MNXR172238;MNXR172239;MNXR172240;MNXR172425;MNXR172998;MNXR173009;MNXR173010;MNXR173011;MNXR173012;MNXR173013;MNXR173014;MNXR173015;MNXR173016;MNXR173035;MNXR174192;MNXR187848;MNXR194832	1	60
ECDH10B_4051	2.3.1.51	MNXR114877;MNXR119101;MNXR119783;MNXR119788;MNXR119814;MNXR119815;MNXR119824;MNXR119825;MNXR119864;MNXR120575;MNXR120578;MNXR120579;MNXR120580;MNXR120581;MNXR120586;MNXR120589;MNXR120590;MNXR121123;MNXR123275;MNXR123328;MNXR135724;MNXR135725;MNXR135726;MNXR135727;MNXR135728;MNXR135729;MNXR136208;MNXR136209;MNXR136210;MNXR136211;MNXR136212;MNXR136213;MNXR136214;MNXR136215;MNXR140647;MNXR144546;MNXR144729;MNXR147577;MNXR147578;MNXR147798;MNXR147799;MNXR150525;MNXR150526;MNXR151276;MNXR151277;MNXR151278;MNXR151279;MNXR164868;MNXR164912;MNXR166040;MNXR167101;MNXR167105;MNXR167310;MNXR172667;MNXR173897;MNXR176722;MNXR177714;MNXR177749;MNXR178626;MNXR180433;MNXR180434;MNXR180435;MNXR180436;MNXR180437;MNXR180439;MNXR180441;MNXR182238;MNXR183578;MNXR190332;MNXR191654;MNXR191656;MNXR191925;MNXR195040;MNXR195041;MNXR195042;MNXR195043;MNXR195044;MNXR195045;MNXR195046;MNXR195052;MNXR95558;MNXR95559;MNXR95560;MNXR95561;MNXR95564;MNXR95565;MNXR95567	1	87
ECDH10B_4052	2.7.7.7	MNXR114332;MNXR135044;MNXR135045;MNXR135046;MNXR135047;MNXR135048;MNXR166212;MNXR173099;MNXR175412	1	9
ECDH10B_4057	1.3.98.3	MNXR190830	1	1
ECDH10B_4059	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_4060	6.3.1.2	MNXR100024;MNXR100252;MNXR107069;MNXR107832;MNXR130697;MNXR132230;MNXR145053;MNXR152178;MNXR152179	1	9
ECDH10B_4068	3.2.1.199	MNXR114836;MNXR121097;MNXR132790;MNXR169372;MNXR172331;MNXR183861;MNXR197011	1	7
ECDH10B_4070	5.3.1.31	MNXR196389;MNXR196390;MNXR201500	1	3
ECDH10B_4071	4.1.2.57	MNXR114076	1	1
ECDH10B_4072	1.1.1.373;1.1.1.61	MNXR114037;MNXR145012;MNXR145013	2	3
ECDH10B_4073	2.7.1.184	MNXR114277	1	1
ECDH10B_4075	3.1.3.10	MNXR106760;MNXR152748;MNXR152749;MNXR152752;MNXR152753;MNXR153676;MNXR153718;MNXR173090;MNXR175474;MNXR198783	1	10
ECDH10B_4077	3.1.1.96	MNXR119100;MNXR164436;MNXR164437;MNXR165638;MNXR166402;MNXR170128;MNXR185003;MNXR185576;MNXR185968;MNXR201330;MNXR201331;MNXR201332	1	12
ECDH10B_4089	2.7.1.202	MNXR119131;MNXR119172;MNXR119173;MNXR119174;MNXR119175;MNXR119176;MNXR119177;MNXR148065;MNXR184125	1	9
ECDH10B_4091	5.1.3.32	MNXR114134	1	1
ECDH10B_4092	4.1.2.19	MNXR153522;MNXR153523;MNXR153524;MNXR166038	1	4
ECDH10B_4093	5.3.1.14	MNXR116248;MNXR146304;MNXR146305;MNXR146306;MNXR173299;MNXR197555	1	6
ECDH10B_4094	2.7.1.5	MNXR116249;MNXR151800;MNXR151801;MNXR166070	1	4
ECDH10B_4098	1.15.1.1	MNXR191196	1	1
ECDH10B_4101	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_4105	2.7.1.11	MNXR108040;MNXR124534;MNXR130273;MNXR130954;MNXR130955;MNXR130996;MNXR131034;MNXR131035;MNXR131058;MNXR132672;MNXR132673;MNXR132678;MNXR133444;MNXR133504;MNXR134290;MNXR134292;MNXR145340;MNXR145947;MNXR145948;MNXR145949;MNXR145951;MNXR145952;MNXR147510;MNXR151182;MNXR173114;MNXR173115;MNXR173116;MNXR179964;MNXR179967;MNXR179968;MNXR179973;MNXR180380;MNXR189046;MNXR189052;MNXR189916;MNXR190585	1	36
ECDH10B_4107	3.6.1.26	MNXR115750;MNXR147421;MNXR147422;MNXR153146;MNXR153147;MNXR153148;MNXR153149;MNXR153150;MNXR153151;MNXR153152;MNXR153153;MNXR153154;MNXR153155;MNXR153156;MNXR153157;MNXR165715;MNXR175347;MNXR190772;MNXR190776	1	19
ECDH10B_4108	5.3.1.1	MNXR146573;MNXR146574	1	2
ECDH10B_4113	1.18.1.2;1.19.1.1	MNXR113525;MNXR130540;MNXR132204;MNXR132436;MNXR132437;MNXR132762;MNXR132869;MNXR133411;MNXR133512;MNXR134149;MNXR135822;MNXR137658;MNXR141424;MNXR153576;MNXR153578;MNXR166072;MNXR169550;MNXR173951;MNXR180159;MNXR182556;MNXR192656;MNXR194749;MNXR194750;MNXR194911;MNXR198818;MNXR202570;MNXR99609;MNXR99642	2	28
ECDH10B_4114	3.1.3.11	MNXR129664;MNXR146377;MNXR147046;MNXR150328;MNXR153097;MNXR179974;MNXR180381	1	7
ECDH10B_4115	2.7.1.30	MNXR100348	1	1
ECDH10B_4119	2.5.1.74	MNXR114073;MNXR122691;MNXR122703;MNXR122711;MNXR122774;MNXR122775;MNXR122776;MNXR122781;MNXR135432;MNXR140200;MNXR166488;MNXR188014;MNXR198927;MNXR198928	1	14
ECDH10B_4121	3.4.25.2	MNXR151140;MNXR175932;MNXR184035	1	3
ECDH10B_4124	5.6.2.4	MNXR116728;MNXR153054	1	2
ECDH10B_4128	2.5.1.48	MNXR102639;MNXR104380;MNXR104382;MNXR104383;MNXR104384;MNXR104634;MNXR113772;MNXR131673;MNXR131791;MNXR131888;MNXR131889;MNXR131890;MNXR133149;MNXR133152;MNXR134353;MNXR134492;MNXR134493;MNXR147682;MNXR147683;MNXR152771;MNXR152772;MNXR152866;MNXR152930;MNXR152931;MNXR179997;MNXR179998;MNXR192579;MNXR97021	1	28
ECDH10B_4129	1.1.1.3;2.7.2.4	MNXR100734;MNXR100735;MNXR115966;MNXR172834;MNXR180457;MNXR180459;MNXR96085	2	7
ECDH10B_4130	1.5.1.54	MNXR145716;MNXR191417	1	2
ECDH10B_4131	1.11.1.21	MNXR103159;MNXR107606;MNXR108233;MNXR108527;MNXR108585;MNXR111078;MNXR122418;MNXR131125;MNXR135238;MNXR147039;MNXR147040;MNXR163534;MNXR172927;MNXR172928;MNXR172929;MNXR172930;MNXR172931;MNXR189470;MNXR191236;MNXR96455	1	20
ECDH10B_4134	1.1.1.6;1.1.1.75	MNXR100326;MNXR114035;MNXR152942;MNXR152943;MNXR192398;MNXR192399;MNXR195659	2	7
ECDH10B_4136	2.7.1.202;2.7.3.9	MNXR107629;MNXR115211;MNXR119131;MNXR119172;MNXR119173;MNXR119174;MNXR119175;MNXR119176;MNXR119177;MNXR129508;MNXR129719;MNXR133128;MNXR133253;MNXR133254;MNXR133255;MNXR148065;MNXR166304;MNXR174201;MNXR184125;MNXR184334	2	20
ECDH10B_4138	2.7.1.202	MNXR119131;MNXR119172;MNXR119173;MNXR119174;MNXR119175;MNXR119176;MNXR119177;MNXR148065;MNXR184125	1	9
ECDH10B_4140	1.97.1.4	MNXR109068;MNXR116264;MNXR135349;MNXR166007;MNXR178010;MNXR178064;MNXR178629	1	7
ECDH10B_4141	2.7.1.202	MNXR119131;MNXR119172;MNXR119173;MNXR119174;MNXR119175;MNXR119176;MNXR119177;MNXR148065;MNXR184125	1	9
ECDH10B_4144	4.1.1.31	MNXR103096;MNXR116110	1	2
ECDH10B_4145	3.5.1.16	MNXR112547;MNXR179109;MNXR180482;MNXR95377	1	4
ECDH10B_4146	1.2.1.38	MNXR180478;MNXR180482;MNXR95530	1	3
ECDH10B_4148	4.3.2.1	MNXR121622;MNXR133435;MNXR133436;MNXR138059;MNXR180481	1	5
ECDH10B_4151	1.6.1.1	MNXR101898;MNXR104805	1	2
ECDH10B_4154	2.1.1.35	MNXR124073;MNXR135063;MNXR136691;MNXR168207;MNXR178033;MNXR184094;MNXR189096;MNXR189097	1	8
ECDH10B_4156	5.1.1.3	MNXR100288	1	1
ECDH10B_4161	1.3.1.98	MNXR144437;MNXR144438;MNXR144439;MNXR152004;MNXR152340	1	5
ECDH10B_4162	6.3.4.15	MNXR108967;MNXR109352;MNXR115739;MNXR142232;MNXR165487;MNXR173046;MNXR175333;MNXR190726	1	8
ECDH10B_4163	2.7.1.33	MNXR103050;MNXR131619;MNXR131620;MNXR134343;MNXR184406;MNXR95866;MNXR95885	1	7
ECDH10B_4168	3.6.5.3	MNXR188537	1	1
ECDH10B_4175	2.7.7.6	MNXR135052;MNXR135057;MNXR135058;MNXR135059;MNXR135060;MNXR166137;MNXR175413	1	7
ECDH10B_4176	2.7.7.6	MNXR135052;MNXR135057;MNXR135058;MNXR135059;MNXR135060;MNXR166137;MNXR175413	1	7
ECDH10B_4178	4.1.99.19	MNXR113604;MNXR175982;MNXR188944	1	3
ECDH10B_4179	2.8.1.10	MNXR113605;MNXR123908;MNXR166478;MNXR178013	1	4
ECDH10B_4181	2.7.7.73	MNXR111093;MNXR122993;MNXR135556;MNXR135559;MNXR168325;MNXR177587	1	6
ECDH10B_4182	2.5.1.3	MNXR114031;MNXR180112;MNXR188922;MNXR196429;MNXR196430	1	5
ECDH10B_4183	4.1.99.17	MNXR108194;MNXR175676	1	2
ECDH10B_4185	3.6.1.22	MNXR114405;MNXR145755;MNXR171561;MNXR190557;MNXR190936	1	5
ECDH10B_4186	4.1.1.37	MNXR105140;MNXR146716;MNXR180501	1	3
ECDH10B_4187	3.1.21.7	MNXR174258;MNXR186660;MNXR193059	1	3
ECDH10B_4192	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_4194	6.3.4.13	MNXR180528;MNXR188698	1	2
ECDH10B_4195	2.1.2.3;3.5.4.10	MNXR115676;MNXR188247;MNXR190625	2	3
ECDH10B_4202	2.3.1.46	MNXR169933;MNXR188241;MNXR195197;MNXR195198;MNXR195199;MNXR195200	1	6
ECDH10B_4203	2.3.3.9	MNXR188337	1	1
ECDH10B_4204	4.1.3.1	MNXR145548;MNXR172656;MNXR173102;MNXR191123;MNXR191124	1	5
ECDH10B_4205	2.7.11.5	MNXR108870;MNXR116126;MNXR168356	1	3
ECDH10B_4208	2.1.1.13	MNXR112794;MNXR115965;MNXR145582	1	3
ECDH10B_4210	3.4.13.21	MNXR115441	1	1
ECDH10B_4211	5.4.99.21	MNXR117182;MNXR167545	1	2
ECDH10B_4213	2.7.2.4	MNXR172834;MNXR180457;MNXR96085	1	3
ECDH10B_4214	5.3.1.9	MNXR124423;MNXR130328;MNXR133331;MNXR133332;MNXR145971;MNXR146354;MNXR153713;MNXR191107;MNXR191976;MNXR191978;MNXR197738;MNXR197739;MNXR197791	1	13
ECDH10B_4224	7.5.2.1	MNXR174892;MNXR188349;MNXR188353	1	3
ECDH10B_4228	4.1.3.40	MNXR96711	1	1
ECDH10B_4229	2.5.1.39	MNXR100567;MNXR109278;MNXR110956;MNXR112492;MNXR116884;MNXR118599;MNXR122714;MNXR135383;MNXR136087;MNXR145175;MNXR168529;MNXR195450;MNXR195451;MNXR195452;MNXR197707;MNXR197708	1	16
ECDH10B_4230	2.3.1.15	MNXR118314;MNXR118318;MNXR119782;MNXR119863;MNXR120582;MNXR126823;MNXR127022;MNXR130452;MNXR130597;MNXR135825;MNXR135826;MNXR135827;MNXR135828;MNXR135829;MNXR135830;MNXR136202;MNXR136203;MNXR136204;MNXR136205;MNXR136206;MNXR136207;MNXR144553;MNXR144730;MNXR147073;MNXR147074;MNXR147722;MNXR147723;MNXR150522;MNXR150523;MNXR150524;MNXR151260;MNXR151272;MNXR151273;MNXR151274;MNXR151275;MNXR151466;MNXR165727;MNXR167314;MNXR168470;MNXR175774;MNXR176691;MNXR178625;MNXR178627;MNXR180433;MNXR180434;MNXR180435;MNXR180436;MNXR180437;MNXR180439;MNXR180441;MNXR183542;MNXR190046;MNXR99854;MNXR99855;MNXR99856;MNXR99859;MNXR99860;MNXR99862	1	58
ECDH10B_4231	2.7.1.107	MNXR115829;MNXR127550;MNXR131640;MNXR131641;MNXR135766;MNXR135768;MNXR135770;MNXR136249;MNXR136250;MNXR136251;MNXR136252;MNXR136253;MNXR136254;MNXR144677;MNXR147574;MNXR147575;MNXR147576;MNXR165398;MNXR175404;MNXR180353;MNXR97091;MNXR97093;MNXR97094;MNXR97097;MNXR97100	1	25
ECDH10B_4232	3.4.21.88	MNXR115502;MNXR174460	1	2
ECDH10B_4238	1.3.1.91	MNXR117568;MNXR170037;MNXR170038	1	3
ECDH10B_4240	1.6.5.5	MNXR107466;MNXR116174;MNXR135164;MNXR137864;MNXR165656;MNXR175679;MNXR184805	1	7
ECDH10B_4241	5.6.2.3	MNXR116728;MNXR153054	1	2
ECDH10B_4242	5.1.1.1	MNXR104348;MNXR130199;MNXR95693	1	3
ECDH10B_4243	2.6.1.107;2.6.1.57	MNXR105000;MNXR114160;MNXR125716;MNXR125757;MNXR126234;MNXR140524;MNXR146599;MNXR147400;MNXR148016;MNXR148017;MNXR148018;MNXR165885;MNXR174176;MNXR180465;MNXR180466;MNXR192556;MNXR192685;MNXR95923	2	18
ECDH10B_4244	3.1.3.2	MNXR101798;MNXR102028;MNXR102033;MNXR102036;MNXR102525;MNXR103332;MNXR104823;MNXR105353;MNXR107034;MNXR107152;MNXR114821;MNXR118733;MNXR118743;MNXR118744;MNXR122005;MNXR123213;MNXR129897;MNXR129969;MNXR129984;MNXR132660;MNXR132663;MNXR133260;MNXR133266;MNXR133670;MNXR133675;MNXR133758;MNXR133819;MNXR133822;MNXR133832;MNXR133836;MNXR134141;MNXR138860;MNXR143927;MNXR145285;MNXR145799;MNXR145997;MNXR146612;MNXR147001;MNXR147002;MNXR147003;MNXR149857;MNXR152571;MNXR153054;MNXR162386;MNXR165698;MNXR175249;MNXR188143;MNXR188495;MNXR188497;MNXR188499;MNXR188529;MNXR188531;MNXR188533;MNXR188537;MNXR190448;MNXR190450;MNXR190452;MNXR190454;MNXR192378;MNXR198783;MNXR198812;MNXR198838;MNXR198839;MNXR95764;MNXR96129;MNXR96685;MNXR99852;MNXR99894	1	68
ECDH10B_4259	6.2.1.1	MNXR132150;MNXR132151;MNXR132152;MNXR132153;MNXR133017;MNXR133672;MNXR133674;MNXR133839;MNXR133851;MNXR133852;MNXR133863;MNXR144482;MNXR147173;MNXR168818;MNXR168819;MNXR180400;MNXR189030;MNXR189032;MNXR189036;MNXR189111;MNXR189291;MNXR189488;MNXR189494;MNXR190519;MNXR190571;MNXR191037;MNXR195421	1	27
ECDH10B_4260	1.7.2.2	MNXR137682;MNXR137683;MNXR139916;MNXR151871;MNXR151872;MNXR164001;MNXR165580;MNXR172378;MNXR172379;MNXR173977;MNXR177686	1	11
ECDH10B_4270	1.17.98.4	MNXR112904;MNXR117458;MNXR123169;MNXR190303	1	4
ECDH10B_4274	3.1.6.21	MNXR119595;MNXR164625;MNXR198997;MNXR201010	1	4
ECDH10B_4275	2.7.1.55	MNXR131281;MNXR151161;MNXR151162;MNXR151163;MNXR152967;MNXR191830;MNXR198694	1	7
ECDH10B_4278	7.5.2.8		1	0
ECDH10B_4281	5.3.1.6	MNXR146354;MNXR151350;MNXR151351;MNXR180391;MNXR180392;MNXR189850	1	6
ECDH10B_4283	3.1.4.55	MNXR113569	1	1
ECDH10B_4284	2.3.1.280	MNXR114774;MNXR121300;MNXR121302;MNXR123367;MNXR143991	1	5
ECDH10B_4285	2.7.4.23	MNXR188736	1	1
ECDH10B_4286	3.6.1.63	MNXR113551;MNXR121295;MNXR121298;MNXR195001;MNXR195002	1	5
ECDH10B_4287	2.7.8.37	MNXR113550;MNXR121294;MNXR121297;MNXR195003	1	4
ECDH10B_4289	4.7.1.1	MNXR113568;MNXR121296;MNXR121299;MNXR123335;MNXR166992;MNXR183314	1	6
ECDH10B_4290	2.7.8.37	MNXR113550;MNXR121294;MNXR121297;MNXR195003	1	4
ECDH10B_4291	2.7.8.37	MNXR113550;MNXR121294;MNXR121297;MNXR195003	1	4
ECDH10B_4292	2.7.8.37	MNXR113550;MNXR121294;MNXR121297;MNXR195003	1	4
